10000.0	99.98782	120.38664	129.33506	
10000.0	86.22426	104.84643	120.08781	
10000.0	106.4013	125.45367	117.59887	
10000.0	98.04748	120.74378	131.55152	
10000.0	106.13434	99.17098	122.06532	
10000.0	103.82097	108.94093	95.09838	
10000.0	85.18239	105.90531	129.592	
10000.0	98.00365	118.5233	115.61136	
10000.0	94.65804	110.80284	122.91181	
10000.0	89.92232	116.53734	113.81965	
10000.0	101.85793	102.5951	124.41756	
10000.0	80.87457	105.33313	132.0168	
10000.0	97.81246	107.24018	132.32212	
10000.0	105.66116	133.18775	122.28078	
10000.0	91.54243	91.01943	105.13865	
10000.0	107.42685	127.18766	127.41314	
10000.0	94.19898	128.00581	99.66475	
10000.0	102.46089	99.23303	135.17261	
10000.0	102.7337	131.07583	126.12553	
10000.0	101.63678	119.66805	114.65055	
10000.0	106.65342	105.85253	124.41937	
10000.0	92.25784	95.00138	137.51249	
10000.0	86.39034	113.62181	113.10643	
10000.0	100.83555	122.61584	125.19377	
10000.0	90.75346	105.27601	130.92637	
10000.0	101.94342	112.26349	110.17312	
10000.0	107.39673	104.17947	114.17643	
10000.0	91.83327	106.91794	108.90649	
10000.0	110.49643	113.26019	129.4092	
10000.0	78.28102	111.77218	114.83942	
10000.0	104.99226	104.68331	127.19854	
10000.0	91.8176	123.05964	127.99452	
10000.0	111.23513	123.24271	108.25508	
10000.0	85.48611	108.69079	133.06695	
10000.0	102.49428	112.37212	128.44735	
10000.0	89.06105	117.25689	121.81661	
10000.0	110.10811	106.80702	120.17683	
10000.0	114.46355	104.1446	138.86562	
10000.0	99.51774	103.28904	126.31959	
10000.0	81.52155	112.33442	133.82721	
10000.0	112.55281	110.49608	130.72132	
10000.0	82.6761	125.20206	132.40937	
10000.0	99.32656	109.23897	93.56923	
10000.0	93.24676	94.21126	122.92418	
10000.0	98.94383	121.57441	97.8018	
10000.0	105.52297	118.09653	117.72135	
10000.0	110.2272	130.68015	111.4948	
10000.0	105.69624	117.88982	123.14013	
10000.0	95.97953	111.36593	114.66671	
10000.0	98.13449	104.95572	127.35246	
10000.0	91.98648	127.5569	117.00827	
10000.0	104.2454	109.21661	109.82517	
10000.0	93.07326	104.37732	117.47563	
10000.0	95.65831	120.25872	127.9848	
10000.0	96.41433	107.13772	118.7042	
10000.0	104.45702	91.64766	118.19654	
10000.0	96.59259	97.15055	118.47476	
10000.0	98.97608	98.35365	121.26119	
10000.0	73.0586	122.04924	108.08914	
10000.0	96.73182	110.72932	110.80229	
10000.0	108.67737	109.42965	135.08572	
10000.0	99.95389	95.77103	113.18431	
10000.0	122.36498	112.91488	119.05816	
10000.0	108.44091	118.8322	123.91244	
10000.0	96.86165	104.0295	121.24746	
10000.0	94.9093	114.0124	137.83919	
10000.0	100.61335	97.00864	100.77349	
10000.0	98.88216	98.7095	139.61593	
10000.0	97.93716	103.33519	113.57462	
10000.0	96.56801	93.49925	116.6994	
10000.0	97.48533	94.20993	108.63828	
10000.0	101.64384	102.90325	94.33237	
10000.0	99.36433	112.98611	113.87587	
10000.0	100.25314	117.88612	121.00609	
10000.0	90.52219	110.26942	121.40508	
10000.0	87.0033	125.02738	104.9833	
10000.0	94.15199	132.03118	112.30714	
10000.0	85.97619	108.22367	115.16982	
10000.0	90.9263	102.93303	115.68281	
10000.0	101.0807	98.17481	128.51758	
10000.0	105.772	106.59996	109.20304	
10000.0	106.793	118.56925	118.42324	
10000.0	103.23307	113.20579	121.77615	
10000.0	103.03409	107.54223	131.55496	
10000.0	103.99528	114.51781	104.98446	
